Store,Country,Region,Order_Date,Item,Salesperson,List Price,Actual Price,Discount %
Lima,Peru,LATAM,05-01-2017,Air conditioner,Peter Jago,700,686,2.00%
Vienna,Austria,EMEA,16-03-2014,Iron,Jesus Timmins,30,24,20.00%
Toronto,Canada,NA,29-06-2017,Vacuum Cleaner,Alison Storey,250,243,2.80%
Vienna,Austria,EMEA,15-05-2014,Ceiling fan,Paul Drage,150,140,6.67%
Buenos Aires,Argentina,LATAM,30-08-2014,Ceiling fan,Stuart Brown,150,125,16.67%
Cairo,Egypt,EMEA,19-12-2015,Refrigerator,John Barnett,1000,950,5.00%
Los Angeles,USA,NA,15-08-2017,Ceiling fan,Colin Matthews,150,141,6.00%
Prague,Czech Republic,EMEA,16-06-2015,Ceiling fan,Pauline Pluck,150,114,24.00%
Osaka,Japan,APAC,19-08-2017,Vacuum Cleaner,Selwyn Kitching,250,230,8.00%
Seattle,USA,NA,05-07-2014,Blender,Harold Green,50,41,18.00%
Los Angeles,USA,NA,30-03-2015,Washing Machine,Chandrakant Atkins,800,792,1.00%
Buenos Aires,Argentina,LATAM,03-12-2014,Microwave,Abdul Heywood,80,64,20.00%
San Fransisco,USA,NA,16-10-2014,Microwave,Arthur Carley,80,62,22.50%
Sao Paolo,Brazil,LATAM,05-02-2015,Oven,Zoe Munday,500,495,1.00%
Istanbul,Turkey,EMEA,27-02-2015,Oven,Francis Hall,500,500,0.00%
Seoul,South Korea,APAC,04-08-2014,Dishwasher,Roger Scott,500,495,1.00%
Warsaw,Poland,EMEA,11-12-2014,Vacuum Cleaner,Alexandra Wright,250,248,0.80%
Bangalore,India,APAC,05-10-2018,Washing Machine,Paul Benton,800,712,11.00%
Bangkok,Thailand,APAC,26-09-2017,Toaster,Olive Foster,50,50,0.00%
Berlin,Germany,EMEA,16-02-2014,Dishwasher,Paul Sherwin,500,485,3.00%
Rome,Italy,EMEA,04-10-2016,Oven,Richard Batty,500,500,0.00%
Kuala Lumpur,Malaysia,APAC,04-03-2018,Coffee grinder,Valerie Hook,70,69,1.43%
Moscow,Russia,EMEA,10-03-2016,Microwave,Zulfiqar Mirza,80,77,3.75%
Santiago,Chile,LATAM,03-05-2016,Microwave,Karen Hopewell,80,76,5.00%
Dublin,Ireland,EMEA,17-06-2016,Coffee grinder,Emma Gibbons,70,65,7.14%
Lima,Peru,LATAM,20-03-2014,Toaster,Michael Wood,50,37,26.00%
Mexico City,Mexico,LATAM,12-06-2017,Oven,Malcolm Griffith,500,500,0.00%
Ho Chi Minh City,Vietnam,APAC,05-01-2017,Toaster,Austin Parsons,50,50,0.00%
Los Angeles,USA,NA,14-06-2018,Microwave,Chandrakant Atkins,80,73,8.75%
Santiago,Chile,LATAM,02-01-2017,Air conditioner,Julia Hurren,700,637,9.00%
Chicago,USA,NA,09-09-2018,Vacuum Cleaner,Amelia Scott,250,248,0.80%
Tijuana,Mexico,LATAM,20-12-2015,Dishwasher,Gillian Allnutt,500,475,5.00%
Tijuana,Mexico,LATAM,13-11-2014,Blender,Stephen Carlin,50,40,20.00%
Shenzhen,China,APAC,15-11-2014,Washing Machine,Gary Shaw,800,504,37.00%
Warsaw,Poland,EMEA,17-02-2018,Washing Machine,Alexandra Wright,800,664,17.00%
Bucharest,Romania,EMEA,23-04-2017,Dishwasher,Bruce Neville,500,500,0.00%
Osaka,Japan,APAC,23-02-2018,Vacuum Cleaner,Denise Clark,250,250,0.00%
Seoul,South Korea,APAC,10-08-2016,Iron,Kevin Long,30,30,0.00%
Vancouver,Canada,NA,18-10-2015,Washing Machine,Ram Thomas,800,632,21.00%
Shenzhen,China,APAC,11-06-2018,Blender,Roger Rust,50,50,0.00%
Los Angeles,USA,NA,06-01-2018,Oven,Colin Matthews,500,500,0.00%
Chicago,USA,NA,25-02-2016,Oven,Paul Collier,500,495,1.00%
Sao Paolo,Brazil,LATAM,20-04-2014,Dishwasher,Cheryl Tubbs,500,485,3.00%
Vienna,Austria,EMEA,19-12-2014,Iron,Daniel Henderson,30,23,23.33%
Santiago,Chile,LATAM,15-03-2014,Blender,Bruce McPhee,50,50,0.00%
London,UK,EMEA,07-06-2016,Blender,Francis Godden,50,48,4.00%
Warsaw,Poland,EMEA,26-08-2015,Vacuum Cleaner,Hin Bragg,250,160,36.00%
Rome,Italy,EMEA,24-03-2017,Ceiling fan,Golam Reid,150,140,6.67%
Jerusalem,Israel,EMEA,05-10-2015,Blender,Harold Charters,50,42,16.00%
Vancouver,Canada,NA,12-04-2016,Iron,Helen Kenny,30,29,3.33%
Seoul,South Korea,APAC,15-06-2014,Refrigerator,Leonard Green,1000,580,42.00%
Tokyo,Japan,APAC,20-11-2014,Refrigerator,David Gow,1000,880,12.00%
Dublin,Ireland,EMEA,06-08-2014,Coffee grinder,Gwyn Taylor,70,52,25.71%
Dubai,UAE,EMEA,18-01-2015,Blender,Tom Clark,50,37,26.00%
Mexico City,Mexico,LATAM,08-08-2014,Toaster,Phillip Clarke,50,50,0.00%
Rochester,USA,NA,09-11-2017,Coffee grinder,Michael Lauder,70,67,4.29%
Chicago,USA,NA,22-09-2015,Toaster,Amelia Scott,50,50,0.00%
Osaka,Japan,APAC,24-11-2016,Coffee grinder,Selwyn Kitching,70,66,5.71%
Dubai,UAE,EMEA,12-12-2015,Blender,David Romero,50,42,16.00%
Santiago,Chile,LATAM,08-07-2018,Microwave,Karen Hopewell,80,78,2.50%
Bucharest,Romania,EMEA,01-01-2017,Refrigerator,Nicola Hewitt,1000,690,31.00%
Osaka,Japan,APAC,29-09-2014,Ceiling fan,Colin Patel,150,138,8.00%
Kansas City,USA,NA,28-04-2017,Coffee grinder,Robert Arnold,70,68,2.86%
Rochester,USA,NA,29-06-2014,Oven,Christopher Grey,500,490,2.00%
Warsaw,Poland,EMEA,10-02-2015,Iron,Barbara McDevitt,30,25,16.67%
Warsaw,Poland,EMEA,28-06-2018,Washing Machine,Hin Bragg,800,576,28.00%
Kuala Lumpur,Malaysia,APAC,25-05-2018,Toaster,Valerie Hook,50,48,4.00%
Vienna,Austria,EMEA,04-05-2016,Vacuum Cleaner,Gillian Rodrigues,250,233,6.80%
Bangalore,India,APAC,20-09-2016,Vacuum Cleaner,Colin Lima,250,230,8.00%
Moscow,Russia,EMEA,12-05-2014,Air conditioner,Dermot Bailey,700,679,3.00%
Amsterdam,Netherlands,EMEA,18-11-2018,Toaster,Allyson Parker,50,44,12.00%
Jerusalem,Israel,EMEA,20-02-2017,Iron,Isla Parsons,30,29,3.33%
Tel Aviv,Israel,EMEA,12-03-2015,Air conditioner,David Isaacs,700,462,34.00%
Delhi,India,APAC,27-04-2017,Refrigerator,David Johnson,1000,860,14.00%
Sao Paolo,Brazil,LATAM,16-07-2014,Blender,Gary Reynolds,50,37,26.00%
Warsaw,Poland,EMEA,17-11-2015,Vacuum Cleaner,James Lam,250,173,30.80%
Dubai,UAE,EMEA,05-08-2017,Air conditioner,David Romero,700,637,9.00%
Rochester,USA,NA,22-03-2015,Coffee grinder,Michael Lauder,70,48,31.43%
Toronto,Canada,NA,29-04-2015,Coffee grinder,Alison Storey,70,43,38.57%
Shenzhen,China,APAC,03-10-2015,Iron,Fatima James,30,21,30.00%
Amsterdam,Netherlands,EMEA,13-08-2014,Ceiling fan,Donald Barratt,150,107,28.67%
Bogota,Columbia,LATAM,03-11-2014,Toaster,Basil Nolan,50,48,4.00%
Vancouver,Canada,NA,03-12-2017,Blender,Margaret McGregor,50,45,10.00%
Sydney,Australia,APAC,09-05-2016,Coffee grinder,William Martin,70,68,2.86%
Kansas City,USA,NA,15-10-2014,Toaster,Robert Arnold,50,45,10.00%
Rochester,USA,NA,23-07-2018,Toaster,Michael Lauder,50,48,4.00%
Bucharest,Romania,EMEA,15-08-2014,Washing Machine,Nicola Hewitt,800,704,12.00%
Bogota,Columbia,LATAM,18-08-2017,Microwave,Russell Thorley,80,80,0.00%
Dublin,Ireland,EMEA,20-08-2014,Iron,Gwyn Taylor,30,30,0.00%
Rome,Italy,EMEA,23-01-2015,Vacuum Cleaner,Michael Toy,250,160,36.00%
Dublin,Ireland,EMEA,22-11-2015,Blender,James Carley,50,43,14.00%
Dublin,Ireland,EMEA,22-03-2018,Oven,James Carley,500,495,1.00%
Madria,Spain,EMEA,29-07-2018,Iron,Pauline Gagg,30,27,10.00%
Dubai,UAE,EMEA,17-10-2015,Microwave,George Smith,80,61,23.75%
San Fransisco,USA,NA,28-04-2016,Refrigerator,James Bard,1000,990,1.00%
New York,USA,NA,18-09-2017,Toaster,Robert Salisbury,50,45,10.00%
Vancouver,Canada,NA,15-11-2016,Vacuum Cleaner,Christopher Kille,250,243,2.80%
Paris,France,EMEA,10-09-2015,Microwave,Ketan Bryan,80,53,33.75%
Sao Paolo,Brazil,LATAM,02-01-2014,Refrigerator,Stephen Smith,1000,590,41.00%
Bangalore,India,APAC,21-05-2018,Ceiling fan,Stuart Sykes,150,138,8.00%
Houston,USA,NA,12-03-2015,Air conditioner,David Salmon,700,560,20.00%
Rochester,USA,NA,29-08-2014,Washing Machine,Christopher Grey,800,512,36.00%
Bucharest,Romania,EMEA,03-05-2017,Iron,Bruce Neville,30,29,3.33%
Bangkok,Thailand,APAC,26-02-2016,Ceiling fan,Carol Cormack,150,144,4.00%
Tijuana,Mexico,LATAM,15-08-2018,Coffee grinder,Paul Skiba,70,70,0.00%
Vienna,Austria,EMEA,09-12-2017,Dishwasher,Daniel Henderson,500,470,6.00%
Tokyo,Japan,APAC,12-07-2017,Dishwasher,Nicholas Goude,500,480,4.00%
Shanghai,China,APAC,22-12-2016,Dishwasher,Jonathan Will,500,435,13.00%
Athens,Greece,EMEA,14-10-2015,Iron,David Walker,30,27,10.00%
Kuala Lumpur,Malaysia,APAC,27-08-2016,Refrigerator,Anthony Green,1000,930,7.00%
Bucharest,Romania,EMEA,25-02-2015,Coffee grinder,Richard Rowe,70,68,2.86%
Cairo,Egypt,EMEA,26-03-2017,Dishwasher,Marek Kwiatkowski,500,460,8.00%
Prague,Czech Republic,EMEA,30-09-2015,Vacuum Cleaner,Nick Denny,250,158,36.80%
Kansas City,USA,NA,16-08-2014,Air conditioner,Nicola Wright,700,658,6.00%
Vienna,Austria,EMEA,05-04-2014,Vacuum Cleaner,Janet Ward,250,178,28.80%
Seoul,South Korea,APAC,22-05-2015,Vacuum Cleaner,Leonard Green,250,240,4.00%
Buenos Aires,Argentina,LATAM,08-01-2017,Vacuum Cleaner,Stuart Brown,250,243,2.80%
Delhi,India,APAC,06-03-2016,Refrigerator,Tessa Morrow,1000,810,19.00%
Bangalore,India,APAC,04-04-2017,Refrigerator,Johanna Mirza,1000,700,30.00%
Amsterdam,Netherlands,EMEA,02-03-2016,Iron,Allyson Parker,30,29,3.33%
Prague,Czech Republic,EMEA,11-02-2014,Refrigerator,Edward Khan,1000,910,9.00%
Tijuana,Mexico,LATAM,27-09-2016,Washing Machine,Emily Brierley,800,448,44.00%
Rome,Italy,EMEA,24-06-2016,Microwave,Andrew Hirst,80,72,10.00%
Guangzhou,China,APAC,02-11-2015,Iron,Abdul Amos,30,23,23.33%
Mexico City,Mexico,LATAM,15-01-2017,Iron,Paul Smith,30,30,0.00%
Paris,France,EMEA,15-04-2018,Iron,Christopher Griffith,30,28,6.67%
Delhi,India,APAC,03-08-2014,Vacuum Cleaner,Glen Campbell,250,220,12.00%
Shanghai,China,APAC,13-05-2014,Vacuum Cleaner,Jonathan Will,250,250,0.00%
Tijuana,Mexico,LATAM,19-09-2016,Oven,Emily Brierley,500,490,2.00%
Los Angeles,USA,NA,16-06-2018,Air conditioner,Colin Matthews,700,637,9.00%
Shanghai,China,APAC,30-07-2017,Air conditioner,Michelle Murray,700,679,3.00%
Rochester,USA,NA,15-11-2016,Iron,Christopher Grey,30,28,6.67%
Tel Aviv,Israel,EMEA,21-11-2016,Microwave,Thomas Gordon,80,70,12.50%
San Fransisco,USA,NA,06-02-2014,Iron,James Bard,30,26,13.33%
Shanghai,China,APAC,10-05-2018,Blender,Glenys Raymond,50,47,6.00%
Ho Chi Minh City,Vietnam,APAC,20-03-2017,Blender,Frank Sewell,50,45,10.00%
Rochester,USA,NA,01-07-2018,Coffee grinder,Helen Deignan,70,69,1.43%
Moscow,Russia,EMEA,12-09-2018,Washing Machine,Alexander Hillier,800,640,20.00%
Jerusalem,Israel,EMEA,15-06-2016,Washing Machine,Barbara Scott,800,744,7.00%
Istanbul,Turkey,EMEA,19-10-2014,Microwave,Mark Sayer,80,74,7.50%
Amsterdam,Netherlands,EMEA,10-05-2018,Ceiling fan,Allyson Rush,150,128,14.67%
Tijuana,Mexico,LATAM,09-12-2018,Blender,Rosemary Hatcher,50,45,10.00%
Birmingham,UK,EMEA,02-04-2018,Washing Machine,Susan Reay,800,664,17.00%
Chicago,USA,NA,13-06-2015,Vacuum Cleaner,Nicholas Knight,250,243,2.80%
Sao Paolo,Brazil,LATAM,30-11-2016,Coffee grinder,Cheryl Tubbs,70,69,1.43%
Seoul,South Korea,APAC,12-12-2014,Dishwasher,Suzanna Davies,500,495,1.00%
Berlin,Germany,EMEA,17-02-2018,Washing Machine,Kate Pearce,800,440,45.00%
Birmingham,UK,EMEA,03-10-2018,Blender,Stephen Muhammad,50,44,12.00%
Delhi,India,APAC,29-01-2018,Refrigerator,Russell Wood,1000,790,21.00%
Sao Paolo,Brazil,LATAM,03-09-2016,Air conditioner,Elizabeth Holloway,700,609,13.00%
Birmingham,UK,EMEA,17-09-2016,Dishwasher,Robert Stocks,500,425,15.00%
Berlin,Germany,EMEA,17-06-2015,Coffee grinder,John Gunter,70,45,35.71%
Warsaw,Poland,EMEA,31-07-2017,Iron,Robert Brook,30,25,16.67%
Warsaw,Poland,EMEA,04-02-2015,Air conditioner,Hin Bragg,700,476,32.00%
Tijuana,Mexico,LATAM,16-08-2016,Blender,Gillian Allnutt,50,43,14.00%
Birmingham,UK,EMEA,18-09-2018,Refrigerator,Susan Goude,1000,930,7.00%
Tijuana,Mexico,LATAM,18-10-2014,Toaster,Richard Allnutt,50,43,14.00%
Dublin,Ireland,EMEA,08-07-2015,Toaster,Emma Gibbons,50,34,32.00%
Los Angeles,USA,NA,07-06-2014,Toaster,Christopher Kitching,50,46,8.00%
Sao Paolo,Brazil,LATAM,13-05-2015,Dishwasher,Gary Reynolds,500,355,29.00%
Istanbul,Turkey,EMEA,10-11-2015,Toaster,Chloe Lyons,50,40,20.00%
Riyadh,Saudi Arabia,EMEA,25-04-2016,Dishwasher,Danny Brooks,500,450,10.00%
Houston,USA,NA,24-05-2017,Blender,Rachel Snape,50,47,6.00%
Athens,Greece,EMEA,21-06-2018,Washing Machine,Sarah Chadwick,800,456,43.00%
Capetown,South Africa,EMEA,18-05-2017,Iron,Stuart Anderson,30,28,6.67%
New York,USA,NA,24-03-2014,Iron,John Bull,30,26,13.33%
Madria,Spain,EMEA,05-05-2014,Microwave,Paul Long,80,56,30.00%
London,UK,EMEA,10-10-2017,Oven,Francis Godden,500,490,2.00%
Los Angeles,USA,NA,16-09-2018,Oven,Rita Jenkins,500,490,2.00%
Tokyo,Japan,APAC,24-01-2016,Coffee grinder,Pauline Taylor,70,61,12.86%
Vancouver,Canada,NA,01-09-2015,Vacuum Cleaner,Christopher Kille,250,220,12.00%
Santiago,Chile,LATAM,28-02-2016,Coffee grinder,Julia Hammond,70,67,4.29%
New York,USA,NA,05-06-2017,Oven,Sarah Houghton,500,495,1.00%
Shenzhen,China,APAC,10-04-2014,Dishwasher,Keith Drage,500,190,62.00%
Delhi,India,APAC,04-05-2016,Air conditioner,Gillian Harris,700,686,2.00%
London,UK,EMEA,01-03-2017,Vacuum Cleaner,Philip Dewar,250,240,4.00%
Mexico City,Mexico,LATAM,21-11-2014,Refrigerator,Jacqueline Green,1000,600,40.00%
Sao Paolo,Brazil,LATAM,01-04-2014,Toaster,Stephen Smith,50,41,18.00%
Buenos Aires,Argentina,LATAM,29-04-2015,Vacuum Cleaner,Naeem Perry,250,230,8.00%
Jerusalem,Israel,EMEA,26-02-2014,Dishwasher,Neil Tubbs,500,380,24.00%
Houston,USA,NA,24-10-2016,Blender,Iftikhar Styles,50,49,2.00%
Bangalore,India,APAC,27-09-2018,Iron,Colin Lima,30,26,13.33%
Los Angeles,USA,NA,07-10-2017,Ceiling fan,Heather Beck,150,141,6.00%
Vienna,Austria,EMEA,03-11-2017,Refrigerator,Paul Drage,1000,960,4.00%
Ho Chi Minh City,Vietnam,APAC,04-03-2016,Blender,Douglas Bond,50,48,4.00%
Shanghai,China,APAC,05-02-2014,Iron,Richard Clayton,30,26,13.33%
Seattle,USA,NA,09-03-2016,Ceiling fan,Derek Harris,150,128,14.67%
Kansas City,USA,NA,31-08-2016,Iron,David Rodrigues,30,30,0.00%
Istanbul,Turkey,EMEA,15-01-2018,Blender,Ian McCartan,50,45,10.00%
Delhi,India,APAC,19-05-2018,Dishwasher,Francis Hughes,500,445,11.00%
Capetown,South Africa,EMEA,01-01-2017,Vacuum Cleaner,Helen Cooke,250,228,8.80%
Kuala Lumpur,Malaysia,APAC,21-09-2015,Coffee grinder,Anthony Green,70,47,32.86%
Kuala Lumpur,Malaysia,APAC,18-01-2015,Blender,Anthony Green,50,36,28.00%
Madria,Spain,EMEA,01-07-2016,Oven,Barrie Murray,500,500,0.00%
Delhi,India,APAC,17-05-2016,Coffee grinder,Noel Burn,70,68,2.86%
Cairo,Egypt,EMEA,15-02-2015,Air conditioner,Robert Payne,700,567,19.00%
Los Angeles,USA,NA,22-01-2017,Iron,Rita Jenkins,30,29,3.33%
Sao Paolo,Brazil,LATAM,12-11-2015,Microwave,Stephen Smith,80,52,35.00%
Santiago,Chile,LATAM,23-05-2016,Dishwasher,Ram Mathews,500,440,12.00%
Osaka,Japan,APAC,07-07-2014,Air conditioner,Stephen Brown,700,147,79.00%
Toronto,Canada,NA,31-03-2015,Dishwasher,Jordan Andrews,500,400,20.00%
Santiago,Chile,LATAM,24-02-2016,Ceiling fan,Bruce McPhee,150,140,6.67%
Santiago,Chile,LATAM,07-11-2016,Dishwasher,Jason Edmund,500,450,10.00%
Mexico City,Mexico,LATAM,08-03-2017,Air conditioner,Jacqueline Green,700,679,3.00%
Kansas City,USA,NA,06-10-2017,Coffee grinder,David Rodrigues,70,69,1.43%
Sydney,Australia,APAC,09-01-2015,Oven,William Martin,500,495,1.00%
Capetown,South Africa,EMEA,24-02-2018,Dishwasher,Lucy Downs,500,455,9.00%
Toronto,Canada,NA,14-12-2014,Coffee grinder,Stephen James,70,56,20.00%
Riyadh,Saudi Arabia,EMEA,25-10-2016,Coffee grinder,Daniel Battersby,70,62,11.43%
New York,USA,NA,16-01-2018,Ceiling fan,Robert Salisbury,150,128,14.67%
Vancouver,Canada,NA,08-01-2018,Ceiling fan,Brian Clarke,150,131,12.67%
San Fransisco,USA,NA,03-02-2018,Iron,James Bard,30,30,0.00%
Sao Paolo,Brazil,LATAM,22-07-2015,Dishwasher,Elizabeth Holloway,500,460,8.00%
Kuala Lumpur,Malaysia,APAC,21-04-2015,Ceiling fan,Stephen MacGregor,150,120,20.00%
San Fransisco,USA,NA,10-09-2018,Washing Machine,Arthur Carley,800,544,32.00%
Madria,Spain,EMEA,05-08-2015,Ceiling fan,Catherine Gagg,150,132,12.00%
Jerusalem,Israel,EMEA,22-12-2016,Dishwasher,Neil Tubbs,500,435,13.00%
Vancouver,Canada,NA,05-12-2015,Washing Machine,Savita Simpson,800,448,44.00%
Kansas City,USA,NA,19-07-2018,Oven,Nick Gee,500,500,0.00%
Mexico City,Mexico,LATAM,20-05-2017,Blender,Phillip Clarke,50,47,6.00%
San Fransisco,USA,NA,22-04-2017,Toaster,James Scott,50,46,8.00%
Tijuana,Mexico,LATAM,18-08-2014,Ceiling fan,Richard Foy,150,126,16.00%
Amsterdam,Netherlands,EMEA,09-05-2014,Iron,Julia Ferguson,30,23,23.33%
Buenos Aires,Argentina,LATAM,08-07-2015,Vacuum Cleaner,Paul Martin,250,230,8.00%
Madria,Spain,EMEA,18-04-2014,Iron,Barrie Murray,30,29,3.33%
Birmingham,UK,EMEA,04-12-2014,Iron,Stephen Muhammad,30,24,20.00%
Tokyo,Japan,APAC,22-12-2018,Dishwasher,Pauline Pope,500,490,2.00%
Dubai,UAE,EMEA,05-12-2018,Toaster,Ernie Dyer,50,47,6.00%
Delhi,India,APAC,06-06-2018,Refrigerator,Gillian Harris,1000,740,26.00%
Seattle,USA,NA,14-10-2018,Blender,Lesleyann Pope,50,45,10.00%
Houston,USA,NA,13-05-2018,Air conditioner,Paul Faulkner,700,658,6.00%
New York,USA,NA,06-02-2014,Iron,Stephen Cohen,30,26,13.33%
Sydney,Australia,APAC,02-05-2016,Oven,William Martin,500,500,0.00%
Moscow,Russia,EMEA,15-11-2018,Washing Machine,Darren Brooks,800,480,40.00%
Bogota,Columbia,LATAM,31-07-2015,Iron,Basil Nolan,30,21,30.00%
Bangalore,India,APAC,11-07-2016,Microwave,Stuart Hunter,80,79,1.25%
Capetown,South Africa,EMEA,07-04-2015,Ceiling fan,Lucy Downs,150,149,0.67%
Moscow,Russia,EMEA,05-09-2015,Air conditioner,Zulfiqar Mirza,700,700,0.00%
Tijuana,Mexico,LATAM,28-05-2018,Refrigerator,Kevin McLauchlin,1000,920,8.00%
Kuala Lumpur,Malaysia,APAC,04-10-2015,Blender,Stephen MacGregor,50,40,20.00%
Madria,Spain,EMEA,01-03-2015,Washing Machine,Martin Mishra,800,784,2.00%
Delhi,India,APAC,25-10-2014,Washing Machine,Glen Campbell,800,488,39.00%
Los Angeles,USA,NA,15-05-2016,Dishwasher,Christopher Kitching,500,450,10.00%
Cairo,Egypt,EMEA,04-02-2018,Iron,Robert Payne,30,29,3.33%
Sydney,Australia,APAC,24-11-2017,Oven,Susan Luker,500,490,2.00%
Delhi,India,APAC,10-07-2018,Vacuum Cleaner,Tessa Morrow,250,240,4.00%
Santiago,Chile,LATAM,17-12-2018,Iron,Richard James,30,29,3.33%
Tel Aviv,Israel,EMEA,04-05-2016,Vacuum Cleaner,Richard McGrath,250,240,4.00%
Bucharest,Romania,EMEA,31-03-2014,Refrigerator,Nicola Hewitt,1000,670,33.00%
Bangalore,India,APAC,12-07-2017,Washing Machine,Paul Rule,800,448,44.00%
Istanbul,Turkey,EMEA,17-09-2015,Toaster,Chloe Lyons,50,31,38.00%
Kuala Lumpur,Malaysia,APAC,01-06-2017,Toaster,Stephen MacGregor,50,46,8.00%
Seoul,South Korea,APAC,20-08-2015,Blender,Iftikhar Haywood,50,49,2.00%
Riyadh,Saudi Arabia,EMEA,19-08-2017,Coffee grinder,David Adams,70,63,10.00%
Capetown,South Africa,EMEA,29-04-2017,Air conditioner,Stuart Anderson,700,686,2.00%
Toronto,Canada,NA,09-05-2018,Dishwasher,David Shiner,500,425,15.00%
Sydney,Australia,APAC,14-06-2016,Washing Machine,James Ricketts,800,784,2.00%
Bogota,Columbia,LATAM,16-03-2015,Blender,Russell Thorley,50,43,14.00%
Bogota,Columbia,LATAM,24-11-2017,Microwave,Lisa Manning,80,74,7.50%
Riyadh,Saudi Arabia,EMEA,04-07-2015,Toaster,Lloyd Barr,50,46,8.00%
Birmingham,UK,EMEA,12-02-2014,Vacuum Cleaner,Robert James,250,223,10.80%
Dublin,Ireland,EMEA,29-12-2015,Vacuum Cleaner,Robert Harris,250,225,10.00%
Paris,France,EMEA,08-06-2017,Coffee grinder,Melanie Fletcher,70,69,1.43%
Sao Paolo,Brazil,LATAM,30-05-2017,Oven,Elizabeth Holloway,500,490,2.00%
Kuala Lumpur,Malaysia,APAC,13-04-2018,Vacuum Cleaner,Anthony Green,250,220,12.00%
Sydney,Australia,APAC,09-02-2015,Blender,Jeremy Percival,50,33,34.00%
Kuala Lumpur,Malaysia,APAC,28-05-2015,Coffee grinder,Trudi Griffin,70,46,34.29%
Shanghai,China,APAC,23-01-2015,Iron,Timothy Fraser,30,20,33.33%
Seattle,USA,NA,07-05-2018,Oven,Alan Davie,500,500,0.00%
Los Angeles,USA,NA,12-09-2018,Oven,Rita Jenkins,500,500,0.00%
San Fransisco,USA,NA,17-02-2014,Dishwasher,Richard Dewar,500,350,30.00%
Toronto,Canada,NA,02-04-2014,Oven,Jordan Andrews,500,500,0.00%
Tel Aviv,Israel,EMEA,14-08-2018,Iron,Deanna Wang,30,29,3.33%
Dubai,UAE,EMEA,12-03-2014,Dishwasher,Brenda Lightfoot,500,300,40.00%
Shenzhen,China,APAC,29-07-2017,Coffee grinder,Alastair Mills,70,67,4.29%
Tokyo,Japan,APAC,02-04-2016,Coffee grinder,Basil Bell,70,61,12.86%
Birmingham,UK,EMEA,05-12-2017,Ceiling fan,Philip Collins,150,140,6.67%
Delhi,India,APAC,28-05-2016,Air conditioner,Francis Hughes,700,602,14.00%
Vancouver,Canada,NA,31-08-2018,Microwave,Margaret McGregor,80,74,7.50%
Tijuana,Mexico,LATAM,26-10-2018,Air conditioner,Richard Foy,700,623,11.00%
Ho Chi Minh City,Vietnam,APAC,08-12-2014,Dishwasher,Sophie Petersen,500,365,27.00%
Shanghai,China,APAC,16-08-2014,Vacuum Cleaner,Christopher Snape,250,193,22.80%
Houston,USA,NA,10-06-2014,Toaster,Peter Carley,50,50,0.00%
Houston,USA,NA,26-02-2016,Air conditioner,David Salmon,700,644,8.00%
Berlin,Germany,EMEA,07-12-2017,Air conditioner,Paul Mannion,700,686,2.00%
Tijuana,Mexico,LATAM,23-09-2018,Vacuum Cleaner,Timothy Younger,250,220,12.00%
Bangkok,Thailand,APAC,09-03-2014,Washing Machine,Martin Gee,800,688,14.00%
Berlin,Germany,EMEA,17-07-2015,Oven,Jacqueline Clamp,500,490,2.00%
Sao Paolo,Brazil,LATAM,03-09-2018,Ceiling fan,Zoe Munday,150,144,4.00%
Los Angeles,USA,NA,27-06-2014,Air conditioner,Paul Hirst,700,525,25.00%
Tel Aviv,Israel,EMEA,20-02-2014,Oven,John Verma,500,490,2.00%
Vienna,Austria,EMEA,05-06-2017,Ceiling fan,Janet Ward,150,144,4.00%
Riyadh,Saudi Arabia,EMEA,22-04-2017,Washing Machine,Victoria Sherwin,800,456,43.00%
Athens,Greece,EMEA,20-01-2016,Dishwasher,Martin Timmins,500,465,7.00%
Rome,Italy,EMEA,15-03-2015,Oven,Michael Toy,500,495,1.00%
Moscow,Russia,EMEA,26-04-2015,Toaster,Dermot Bailey,50,49,2.00%
Vancouver,Canada,NA,21-12-2016,Microwave,Elaine Ricketts,80,78,2.50%
Bogota,Columbia,LATAM,06-09-2014,Coffee grinder,Ronald Curtis,70,52,25.71%
Kuala Lumpur,Malaysia,APAC,25-06-2017,Ceiling fan,Harold Lunn,150,144,4.00%
Athens,Greece,EMEA,08-11-2016,Refrigerator,David Walker,1000,560,44.00%
Bucharest,Romania,EMEA,29-01-2018,Dishwasher,Geoffrey Shiner,500,490,2.00%
Bangalore,India,APAC,31-12-2018,Microwave,Stuart Hunter,80,76,5.00%
Madria,Spain,EMEA,17-10-2017,Blender,Paul Long,50,45,10.00%
Capetown,South Africa,EMEA,20-05-2016,Air conditioner,Margaret Philp,700,630,10.00%
Kansas City,USA,NA,04-02-2018,Toaster,Douglas Davies,50,45,10.00%
Warsaw,Poland,EMEA,17-08-2018,Oven,Valerie Brown,500,500,0.00%
Seattle,USA,NA,30-08-2018,Toaster,Kevin Styles,50,46,8.00%
Bangkok,Thailand,APAC,18-08-2014,Oven,Andi Liu,500,490,2.00%
Chicago,USA,NA,08-01-2014,Air conditioner,Amelia Scott,700,686,2.00%
Los Angeles,USA,NA,19-07-2015,Iron,Ron Goodman,30,25,16.67%
New York,USA,NA,28-12-2015,Refrigerator,Stephen Cohen,1000,600,40.00%
Shanghai,China,APAC,25-10-2016,Coffee grinder,Timothy Fraser,70,63,10.00%
